quote_id,num_feature_1,num_feature_2,num_feature_3,num_feature_4,num_feature_5,num_feature_6,num_feature_7,num_feature_8,num_feature_9,num_feature_10,num_feature_11,num_feature_12,geo_feature_1,geo_feature_2,geo_feature_3,geo_feature_4,geo_feature_5,geo_feature_6,geo_feature_7,geo_feature_8,geo_feature_9,cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,comp_1_price,comp_2_price,comp_3_price,comp_4_price,comp_5_price,market_min,market_median,market_max,own_price,scoring,model_version,converted
Q00481,32,7,0.128,6,4,123.0,3.3,13,18,75.3,8,11.9,-0.0107,0.0267,-0.0196,1.4782,-2.1971,0.4222,-0.6035,0.8871,0.4628,region_E,standard,tariff_3,domestic,flex,manual,SOHC,gen_3,M,5436.16,5848.06,5682.33,8557.09,5592.29,5436.16,5682.33,8557.09,5076.89,1.0,1,0
Q00482,33,13,0.191,2,4,88.0,3.2,18,18,61.1,8,10.4,-1.3411,-0.5556,-1.0822,1.3402,-0.0074,-1.4513,-1.8568,-1.1727,0.1996,region_F,commercial,tariff_3,imported,flex,electric,DOHC,gen_2,F,6222.18,6684.51,8032.53,8732.72,9210.23,6222.18,8032.53,9210.23,7285.44,0.6,2,0
Q00483,32,10,0.257,10,4,61.0,3.7,18,14,61.1,4,12.3,0.3869,-0.5178,-0.6527,-0.6746,0.5042,0.8061,0.2908,0.0632,0.8165,region_C,standard,tariff_3,imported,electric,manual,SOHC,gen_2,F,5176.92,5980.64,6383.75,7831.61,7676.95,5176.92,6383.75,7831.61,6969.19,0.4,3,0
Q00484,70,5,0.189,3,4,135.0,3.0,18,18,82.1,4,12.9,-1.8783,-0.5632,-0.2964,0.0095,-0.0759,0.4836,1.5413,1.3396,-0.6563,region_A,special,tariff_2,imported,electric,hydraulic,DOHC,gen_2,M,10066.04,11915.16,7143.99,14681.89,12229.46,7143.99,11915.16,14681.89,11346.34,0.6,2,0
Q00485,58,3,0.104,5,4,131.0,5.1,17,18,99.5,4,9.8,0.3483,-0.4738,0.2482,-0.8154,0.7036,-0.4002,-1.0293,-1.2749,-1.0946,region_B,special,tariff_5,imported,flex,hydraulic,DOHC,gen_2,F,7282.74,8180.1,8239.0,12277.52,9430.7,7282.74,8239.0,12277.52,8627.33,0.4,2,0
Q00486,62,11,0.199,1,2,114.0,4.8,15,14,99.2,4,14.0,-1.469,-1.2644,0.0093,-1.3121,-0.2702,-0.0633,1.0217,1.1555,-0.5223,region_H,special,tariff_1,imported,gasoline,hydraulic,SOHC,gen_4,M,5928.98,10108.7,6906.9,10573.7,9555.14,5928.98,9555.14,10573.7,8678.72,0.6,2,0
Q00487,61,5,0.202,10,4,162.0,5.0,18,18,73.5,16,13.5,-0.3835,-0.2587,0.2104,-0.5888,-0.694,-1.1902,-0.0594,1.6192,-0.5913,region_B,commercial,tariff_4,imported,flex,manual,SOHC,gen_2,M,5475.97,10223.24,8596.59,9565.07,8006.66,5475.97,8596.59,10223.24,7916.84,0.8,3,1
Q00488,68,3,0.288,10,4,174.0,3.8,19,16,79.3,4,10.9,0.8949,-0.3592,-1.5248,1.3262,-0.5429,0.7503,-1.7654,-0.2222,-2.0513,region_B,special,tariff_6,imported,flex,hydraulic,DOHC,gen_3,F,7920.39,5913.76,11646.24,9398.6,10204.0,5913.76,9398.6,11646.24,9956.58,0.4,1,1
Q00489,25,14,0.111,8,4,169.0,3.9,13,13,64.0,4,12.3,0.2274,-0.7578,0.6652,0.8407,-0.2002,0.1874,-0.8947,-0.343,-0.5456,region_G,standard,tariff_6,imported,diesel,manual,SOHC,gen_1,F,9124.75,8702.46,14773.37,11299.05,7318.94,7318.94,9124.75,14773.37,10174.37,0.4,1,0
Q00490,64,7,0.128,3,4,131.0,3.7,16,16,80.9,4,11.1,-1.6457,0.155,0.0034,-0.97,0.8435,0.2618,-0.9565,1.0331,1.1049,region_B,commercial,tariff_3,imported,gasoline,manual,SOHC,gen_4,M,7110.4,10025.96,5172.84,11372.86,8723.99,5172.84,8723.99,11372.86,8728.59,0.4,2,0
Q00491,23,0,0.244,0,2,96.0,3.0,20,19,84.0,4,12.6,-0.6724,0.2399,2.5527,-0.3148,-0.4867,0.5019,-0.3165,-0.1861,0.8009,region_D,special,tariff_6,domestic,electric,manual,SOHC,gen_4,M,8975.52,11141.6,10629.97,13800.24,9324.45,8975.52,10629.97,13800.24,9463.86,0.6,3,0
Q00492,44,7,0.152,7,4,194.0,2.4,19,18,70.0,8,13.0,-1.5014,-0.5566,-0.3876,0.7491,-0.289,-0.6424,0.4195,-2.3531,0.5252,region_C,commercial,tariff_2,imported,diesel,manual,SOHC,gen_1,M,11181.95,11233.72,11867.83,14989.92,14977.94,11181.95,11867.83,14989.92,11111.09,1.0,3,0
Q00493,50,7,0.221,4,4,149.0,3.7,20,15,84.5,16,8.1,-1.6948,-0.1441,0.3235,-0.571,0.5702,-1.5191,1.8489,-0.0988,0.1316,region_F,standard,tariff_2,domestic,gasoline,electric,DOHC,gen_3,F,8119.26,10941.41,10373.22,12626.22,12921.8,8119.26,10941.41,12921.8,10186.98,0.8,2,1
Q00494,38,13,0.138,10,4,212.0,1.1,14,19,96.0,4,8.5,0.1177,2.1586,2.8292,0.0796,-0.1988,0.9573,-1.4311,0.4704,1.4489,region_E,commercial,tariff_3,imported,flex,manual,SOHC,gen_3,F,5577.51,6522.11,6746.3,7937.74,6158.22,5577.51,6522.11,7937.74,7203.44,0.2,3,0
Q00495,27,11,0.065,7,2,204.0,1.0,16,16,60.0,4,10.0,0.5603,2.1204,0.1941,0.4018,1.1167,0.6887,-0.4848,0.7401,-1.0602,region_E,commercial,tariff_1,domestic,diesel,manual,DOHC,gen_1,F,7451.86,8294.89,7186.76,9355.26,9494.94,7186.76,8294.89,9494.94,8133.94,0.6,2,0
Q00496,29,3,0.224,5,4,84.0,4.8,14,16,69.2,4,13.5,0.4406,-1.0541,-0.0676,0.3909,-0.9195,-0.5354,-0.896,-0.8806,-0.9648,region_E,special,tariff_2,imported,diesel,manual,DOHC,gen_4,F,5689.06,4747.2,5558.78,8019.67,5570.74,4747.2,5570.74,8019.67,6169.27,0.2,1,0
Q00497,62,2,0.039,10,4,84.0,1.2,19,13,68.4,4,10.4,0.6026,-0.9144,-0.9869,0.2541,-1.1364,0.4091,-1.268,-0.2698,1.1243,region_G,special,tariff_6,domestic,diesel,manual,DOHC,gen_4,M,11575.96,9903.28,10753.14,21361.84,11855.72,9903.28,11575.96,21361.84,12574.97,0.2,1,0
Q00498,36,9,0.06,8,4,110.0,3.4,17,20,65.0,4,13.3,-0.0119,-1.0594,1.5283,-0.6537,0.3046,1.258,0.0954,0.9769,0.0276,region_E,commercial,tariff_5,imported,gasoline,manual,DOHC,gen_4,F,6705.8,8160.31,6505.74,6228.56,5877.09,5877.09,6505.74,8160.31,6428.93,0.6,1,0
Q00499,35,0,0.188,5,4,97.0,3.8,14,19,66.6,2,10.8,-0.2734,1.0571,-1.1591,-0.551,0.4043,1.1387,0.0015,-0.06,-0.6712,region_E,special,tariff_2,imported,flex,electric,SOHC,gen_3,M,7409.38,7525.67,7874.42,16177.48,9238.77,7409.38,7874.42,16177.48,6976.47,1.0,1,0
Q00500,67,5,0.224,0,4,201.0,1.9,13,14,85.0,8,9.7,-1.0731,-0.3985,0.4271,-1.1336,-0.865,-0.5646,-1.8138,-1.5287,0.5519,region_H,standard,tariff_2,domestic,diesel,manual,SOHC,gen_3,F,9470.72,16127.76,12275.9,11820.6,14860.86,9470.72,12275.9,16127.76,13669.31,0.4,1,0
Q00501,27,2,0.268,1,4,171.0,5.0,18,17,64.1,4,13.4,-0.4401,0.2397,-0.4736,-1.5613,1.3436,-1.4888,0.0182,1.2376,-0.4385,region_A,standard,tariff_3,imported,diesel,electric,SOHC,gen_3,M,10187.33,21102.78,10752.54,15990.11,16839.75,10187.33,15990.11,21102.78,14109.95,0.6,1,1
Q00502,66,0,0.082,4,4,230.0,1.9,19,19,89.5,4,11.4,-1.3213,1.997,-0.1893,-0.1147,1.9249,-1.3172,-1.2054,-0.2141,-0.8375,region_G,commercial,tariff_1,domestic,flex,electric,DOHC,gen_4,F,21652.34,15923.38,27993.3,16976.58,19080.82,15923.38,19080.82,27993.3,20711.68,0.4,3,0
Q00503,66,14,0.033,6,4,174.0,5.0,20,17,95.5,4,10.2,-0.8452,-0.0105,-1.4239,0.8163,-0.6279,-0.3117,0.0118,1.0912,-0.8654,region_B,special,tariff_1,domestic,diesel,manual,SOHC,gen_3,F,7086.77,6141.55,7873.21,9740.22,4831.96,4831.96,7086.77,9740.22,6939.19,0.6,1,0
Q00504,50,1,0.287,0,2,161.0,4.4,20,14,97.1,8,8.3,0.0889,0.7062,1.3431,-1.3803,1.4873,1.4623,1.2695,-1.3955,0.3215,region_C,special,tariff_6,imported,gasoline,hydraulic,SOHC,gen_3,F,11648.56,12227.95,14252.44,18520.04,12824.47,11648.56,12824.47,18520.04,12212.92,0.8,3,1
Q00505,28,0,0.046,1,4,240.0,2.1,19,20,86.4,4,8.7,-0.1178,0.5204,-0.2778,0.273,-2.3821,-0.7284,0.4631,-0.121,0.2058,region_A,commercial,tariff_5,domestic,electric,manual,DOHC,gen_1,F,13736.91,22233.65,16127.87,22202.5,26125.89,13736.91,22202.5,26125.89,21713.87,0.6,3,0
Q00506,27,14,0.059,7,4,179.0,1.7,19,15,67.9,4,8.8,3.0647,-0.5882,-1.2151,0.7846,1.0761,-0.5963,0.1775,0.5097,1.5167,region_E,standard,tariff_5,domestic,diesel,hydraulic,DOHC,gen_3,M,5281.7,7634.07,6122.12,8805.05,6224.62,5281.7,6224.62,8805.05,6010.86,0.8,2,0
Q00507,34,3,0.087,8,4,153.0,2.4,19,15,63.4,8,10.2,-1.3458,1.0592,1.2527,-1.8367,-0.8578,-0.6169,-0.5288,-0.0871,-0.2901,region_G,special,tariff_2,imported,diesel,electric,DOHC,gen_1,M,12891.09,19403.51,12901.61,14451.34,9862.44,9862.44,12901.61,19403.51,13487.2,0.4,3,0
Q00508,49,13,0.159,0,4,268.0,2.8,20,15,69.3,4,11.6,-0.1251,-0.8497,-0.5041,-0.2706,0.9761,-0.5317,0.0669,-1.183,-0.3071,region_D,commercial,tariff_6,domestic,diesel,hydraulic,SOHC,gen_2,M,8622.87,9718.48,6717.18,8184.41,11460.73,6717.18,8622.87,11460.73,8773.37,0.4,1,0
Q00509,27,0,0.265,5,4,155.0,2.1,16,20,98.5,16,9.8,-1.4237,1.3399,0.3346,1.6462,-0.9613,-0.0112,0.5633,-2.3868,1.4396,region_F,standard,tariff_2,imported,electric,manual,DOHC,gen_4,F,11631.37,15862.42,12369.93,19677.22,17250.22,11631.37,15862.42,19677.22,14936.96,0.6,1,0
Q00510,43,2,0.228,0,4,131.0,5.5,19,17,98.5,4,8.4,-0.3878,-0.5875,0.8414,0.5519,-0.0685,-1.2801,0.4642,1.5233,0.9856,region_D,commercial,tariff_6,domestic,electric,manual,DOHC,gen_1,M,9007.17,9492.86,9156.81,13127.71,10228.26,9007.17,9492.86,13127.71,9555.52,0.4,3,0
Q00511,25,1,0.212,7,4,106.0,2.0,19,18,75.3,8,9.6,-0.3471,-0.478,0.474,-1.8705,-0.8101,1.0844,-0.0992,0.248,0.1449,region_G,special,tariff_4,domestic,electric,hydraulic,SOHC,gen_4,F,12018.87,7025.89,9592.11,12244.53,11402.53,7025.89,11402.53,12244.53,11142.42,0.6,2,0
Q00512,47,11,0.053,9,4,197.0,4.7,13,20,73.0,16,10.5,0.8449,-1.0885,-2.1966,0.6583,-0.2139,-0.1448,0.2174,1.1668,-1.561,region_H,standard,tariff_2,domestic,flex,hydraulic,SOHC,gen_2,F,10658.64,10675.4,8590.64,12082.16,9973.76,8590.64,10658.64,12082.16,11734.68,0.2,2,0
Q00513,21,9,0.107,9,4,243.0,1.7,18,20,80.4,4,14.0,-0.4497,-0.9243,0.6954,-0.7477,1.8299,2.4791,-1.3166,0.9287,-0.8119,region_F,commercial,tariff_5,domestic,gasoline,electric,DOHC,gen_4,M,13459.1,11299.53,13578.61,18104.73,16508.76,11299.53,13578.61,18104.73,14857.32,0.4,3,0
Q00514,56,7,0.144,6,4,145.0,5.4,15,19,71.7,8,10.4,-0.1913,-0.4268,-0.1006,0.6913,-0.1079,-1.1736,-0.7343,0.5968,-1.0541,region_C,standard,tariff_3,imported,gasoline,manual,SOHC,gen_4,F,10364.03,12227.6,13566.19,11379.65,11887.3,10364.03,11887.3,13566.19,12222.08,0.4,3,0
Q00515,22,3,0.044,6,4,250.0,2.0,14,20,99.2,4,8.5,-0.4303,-2.4313,-0.329,-0.6901,2.1103,1.5899,0.7076,-0.3213,0.0365,region_G,special,tariff_2,domestic,electric,hydraulic,SOHC,gen_1,M,11725.58,11763.21,16367.21,21364.34,14457.01,11725.58,14457.01,21364.34,16071.69,0.4,2,0
Q00516,29,1,0.082,10,4,67.0,2.9,14,20,68.8,8,11.5,-1.4011,-0.2333,-0.1091,-0.053,-0.3858,1.3913,0.842,0.4898,-0.5083,region_A,standard,tariff_5,imported,electric,manual,DOHC,gen_1,M,9425.36,8937.09,7995.08,15299.13,11011.76,7995.08,9425.36,15299.13,9142.89,0.6,1,0
Q00517,28,9,0.092,6,4,145.0,3.5,13,20,74.8,16,13.5,-0.6521,-0.508,-1.61,-0.5375,1.4918,-0.4117,0.0936,1.4325,1.6029,region_H,special,tariff_5,domestic,diesel,electric,SOHC,gen_4,F,10762.02,10600.21,8127.82,17708.69,9565.27,8127.82,10600.21,17708.69,9551.99,0.8,3,0
Q00518,62,3,0.038,4,2,146.0,1.5,20,18,77.2,8,12.7,-0.3819,0.79,0.1922,0.0032,-1.6257,-0.3951,1.479,0.083,-1.5714,region_G,special,tariff_4,imported,diesel,electric,DOHC,gen_2,M,11109.61,14164.1,11988.9,20636.31,18616.87,11109.61,14164.1,20636.31,12626.4,0.6,3,0
Q00519,22,9,0.165,8,4,111.0,4.7,19,14,65.0,16,13.0,0.0738,0.423,-1.3644,-0.5673,-0.2865,-0.9213,0.508,1.9017,-1.1613,region_F,special,tariff_3,domestic,gasoline,electric,SOHC,gen_2,M,10153.04,9604.25,7272.5,12066.23,12292.65,7272.5,10153.04,12292.65,10965.56,0.4,2,0
Q00520,41,10,0.212,6,4,385.0,2.2,13,13,75.3,4,13.6,0.5589,-0.7076,-0.2858,-0.2235,-0.5361,-0.9098,-0.2331,-1.4994,0.2446,region_E,commercial,tariff_2,domestic,diesel,hydraulic,DOHC,gen_1,F,8252.16,11909.84,8707.72,10785.19,8994.6,8252.16,8994.6,11909.84,8743.09,0.6,3,0
Q00521,50,13,0.021,9,4,145.0,3.5,18,19,94.3,4,11.8,-0.2346,-0.4586,0.1563,-1.1756,1.5377,-0.0006,-1.2198,-1.6069,0.5214,region_C,special,tariff_3,imported,diesel,electric,DOHC,gen_3,F,9607.3,12490.33,11636.82,10601.1,10323.62,9607.3,10601.1,12490.33,11517.73,0.4,2,0
Q00522,46,7,0.144,5,4,126.0,3.5,18,15,65.6,4,14.0,-0.2522,-0.2346,1.074,0.4907,0.1852,0.0207,1.4387,0.9881,-2.5871,region_D,standard,tariff_6,imported,gasoline,hydraulic,SOHC,gen_1,M,8251.81,8223.48,8122.8,10349.19,12061.81,8122.8,8251.81,12061.81,8170.09,0.8,1,0
Q00523,54,0,0.235,9,4,150.0,3.7,17,19,83.4,8,8.2,-1.7208,1.486,-0.8196,0.1753,-2.0881,-1.6024,0.7703,-0.8187,-1.7354,region_A,standard,tariff_3,domestic,electric,electric,DOHC,gen_2,F,13289.09,17218.09,12656.06,18243.05,13496.21,12656.06,13496.21,18243.05,11912.86,1.0,3,1
Q00524,60,4,0.224,0,2,67.0,1.2,17,20,76.3,8,13.0,0.5397,-0.8223,1.4516,-1.6165,-1.3101,2.2935,1.7983,2.0433,-0.2636,region_C,standard,tariff_6,imported,flex,hydraulic,SOHC,gen_2,F,5735.55,11663.11,7615.51,9722.42,10518.52,5735.55,9722.42,11663.11,9789.27,0.4,3,0
Q00525,40,13,0.245,0,4,110.0,1.8,20,18,66.8,4,13.1,-0.6959,-0.7198,0.9469,0.9929,-1.0127,-0.2595,2.1668,1.3373,1.356,region_E,standard,tariff_1,imported,gasoline,hydraulic,SOHC,gen_4,M,3939.9,4357.05,3853.3,5757.75,6280.31,3853.3,4357.05,6280.31,4455.92,0.4,2,0
Q00526,62,8,0.134,1,4,220.0,1.7,17,19,60.5,4,13.5,0.7471,-1.1286,-0.4294,-0.1763,0.9341,0.0656,-1.2869,1.5876,1.8878,region_C,commercial,tariff_1,domestic,diesel,electric,DOHC,gen_2,M,12538.48,12648.54,12574.33,12764.51,12408.75,12408.75,12574.33,12764.51,12427.99,0.8,3,0
Q00527,36,9,0.246,6,4,115.0,2.4,18,15,70.9,4,10.9,1.3164,-1.482,-1.1087,0.1618,0.805,-0.6262,-1.2843,0.8844,-0.4145,region_G,commercial,tariff_2,domestic,flex,hydraulic,DOHC,gen_4,M,7373.71,7880.3,6836.43,12313.59,11555.87,6836.43,7880.3,12313.59,8519.61,0.4,2,0
Q00528,70,7,0.072,7,4,107.0,1.7,17,16,62.5,8,12.7,-0.1879,0.307,-1.4438,0.7646,-0.3004,-0.267,-2.8632,-0.9216,-0.1706,region_G,special,tariff_1,domestic,diesel,hydraulic,DOHC,gen_3,F,10526.73,8754.03,8233.96,11224.78,13557.33,8233.96,10526.73,13557.33,10890.55,0.4,1,0
Q00529,45,2,0.108,2,4,251.0,5.1,16,20,75.1,16,9.2,-1.0233,0.2029,0.2718,0.3282,-0.5485,-0.3579,0.9184,-1.6593,-0.8369,region_E,standard,tariff_6,domestic,diesel,manual,SOHC,gen_2,M,9165.99,9722.73,7763.08,15785.23,12119.54,7763.08,9722.73,15785.23,9407.11,0.6,2,0
Q00530,57,14,0.053,1,4,254.0,3.3,20,19,92.4,4,11.6,-0.0167,1.2828,-0.7373,1.1652,0.7164,-0.0029,0.6565,1.4953,0.6332,region_C,commercial,tariff_3,domestic,diesel,hydraulic,SOHC,gen_1,M,8832.17,14059.94,10866.04,11819.08,11060.05,8832.17,11060.05,14059.94,11641.37,0.4,1,1
Q00531,64,12,0.14,9,4,183.0,3.8,16,14,88.8,4,10.2,0.3487,1.0414,1.1994,-0.2933,-1.1295,-0.0146,0.0978,-1.4996,1.5285,region_C,special,tariff_1,domestic,flex,hydraulic,SOHC,gen_4,M,6487.32,10724.38,11635.01,10466.04,11175.05,6487.32,10724.38,11635.01,10260.09,0.8,1,0
Q00532,60,15,0.118,8,4,124.0,2.6,19,20,97.9,4,11.6,-0.3155,2.3971,-0.6795,1.0344,0.4577,0.8049,-1.2261,1.5849,1.256,region_E,standard,tariff_4,domestic,electric,manual,SOHC,gen_2,F,4029.23,4357.35,5296.78,7398.04,4977.86,4029.23,4977.86,7398.04,5382.32,0.2,1,0
Q00533,63,13,0.072,7,4,135.0,2.2,17,16,77.1,4,12.1,-0.564,-0.0739,-0.9007,0.1229,0.3725,0.2272,-0.089,0.6696,-0.029,region_F,special,tariff_6,imported,electric,hydraulic,SOHC,gen_3,M,9201.54,8073.31,12085.01,10309.98,8934.63,8073.31,9201.54,12085.01,8715.93,0.8,2,0
Q00534,47,4,0.226,5,4,108.0,3.3,18,19,88.3,16,10.1,0.5635,-0.2605,0.2336,0.5076,-0.2746,0.7043,0.1847,-0.0763,-0.8385,region_B,commercial,tariff_6,imported,flex,manual,SOHC,gen_2,F,7972.6,6899.71,6784.84,7215.77,9404.04,6784.84,7215.77,9404.04,7504.3,0.4,3,0
Q00535,22,4,0.094,4,4,100.0,2.3,19,17,86.6,4,9.3,0.4976,-1.3002,-0.686,0.4036,0.3977,-0.0098,0.7827,0.442,0.0082,region_D,commercial,tariff_1,imported,gasoline,hydraulic,SOHC,gen_2,F,6945.44,9868.56,11474.86,10198.19,9134.01,6945.44,9868.56,11474.86,9667.46,0.6,1,1
Q00536,45,3,0.082,0,4,98.0,2.5,18,17,68.7,4,9.9,-0.3463,0.6966,0.0085,1.2407,0.1021,0.2313,0.273,0.4653,1.3808,region_D,standard,tariff_5,imported,flex,hydraulic,DOHC,gen_3,F,11266.76,12226.15,8239.16,14643.05,10545.07,8239.16,11266.76,14643.05,10188.35,0.8,2,0
Q00537,29,14,0.039,2,4,116.0,3.0,17,14,72.1,4,12.0,-1.6541,0.1185,0.986,0.7214,0.4974,-0.2413,0.6638,-0.2024,-0.4005,region_C,standard,tariff_3,domestic,electric,hydraulic,DOHC,gen_2,F,6072.25,7051.35,9059.97,11421.5,8388.43,6072.25,8388.43,11421.5,8649.55,0.4,3,1
Q00538,65,8,0.132,9,2,98.0,3.3,17,15,81.2,4,12.1,0.4564,0.6513,0.1172,-0.4429,-1.3341,1.0031,-0.1241,1.4257,-1.8154,region_B,special,tariff_6,imported,flex,manual,SOHC,gen_4,M,6106.77,8351.32,9246.38,7488.84,5999.99,5999.99,7488.84,9246.38,7278.65,0.6,3,0
Q00539,32,7,0.091,3,4,79.0,5.4,17,18,91.9,16,12.4,-0.7673,-1.1391,0.121,-0.6413,0.6145,0.3226,1.1815,1.3914,-0.36,region_G,special,tariff_4,domestic,electric,hydraulic,SOHC,gen_3,F,6682.73,8725.71,8923.57,9094.45,10244.48,6682.73,8923.57,10244.48,9211.12,0.2,3,0
Q00540,31,15,0.111,7,4,162.0,2.0,15,19,78.5,4,8.8,0.2143,0.3516,0.2051,-0.0498,1.0266,-0.1581,0.6317,0.1557,-0.279,region_D,commercial,tariff_5,domestic,diesel,hydraulic,SOHC,gen_4,M,7323.55,7929.66,10096.51,10554.93,8013.99,7323.55,8013.99,10554.93,8090.74,0.4,3,0
Q00541,32,9,0.071,7,4,163.0,3.2,18,13,69.1,2,12.9,0.1512,0.2052,-1.6931,-0.7601,0.321,-0.1879,-1.1869,-0.6,-1.8213,region_E,commercial,tariff_6,imported,flex,manual,SOHC,gen_2,M,6324.24,8508.02,6151.89,10845.85,9655.71,6151.89,8508.02,10845.85,7571.99,0.6,3,0
Q00542,52,14,0.229,3,4,293.0,1.7,20,13,99.7,4,12.1,-1.8889,0.139,0.3918,-1.0522,0.6012,-0.1092,1.3892,1.306,0.232,region_A,commercial,tariff_6,domestic,gasoline,electric,DOHC,gen_1,F,9590.06,11239.19,9130.36,11539.43,9983.72,9130.36,9983.72,11539.43,9276.82,0.8,3,0
Q00543,49,15,0.279,2,4,114.0,2.6,18,18,64.6,16,8.2,0.0811,-0.6833,0.1599,-2.1281,-0.1099,0.0304,1.2256,-2.0226,0.506,region_C,commercial,tariff_1,domestic,diesel,electric,SOHC,gen_1,M,7865.24,4986.15,5274.16,8583.07,6447.43,4986.15,6447.43,8583.07,6757.56,0.4,2,0
Q00544,68,1,0.149,7,4,167.0,4.2,19,16,98.2,16,10.0,0.5145,1.1893,0.8929,-1.5493,0.8913,-0.0564,0.4655,0.4439,1.8599,region_B,special,tariff_5,imported,diesel,hydraulic,SOHC,gen_4,M,10887.2,9485.47,11238.11,16324.27,10585.02,9485.47,10887.2,16324.27,10802.69,0.6,1,0
Q00545,41,5,0.193,1,4,168.0,1.8,19,19,92.4,4,10.8,0.6372,2.0503,0.6058,1.9854,0.0652,-0.5588,0.2807,0.7396,-1.3324,region_C,commercial,tariff_1,imported,gasoline,electric,DOHC,gen_4,F,9494.12,11496.82,12183.59,21359.05,13037.12,9494.12,12183.59,21359.05,12085.54,0.6,2,0
Q00546,34,11,0.26,5,4,134.0,3.6,15,13,93.6,4,10.2,0.1174,-1.1103,-0.2019,-0.6565,-1.1479,0.7649,1.6586,-0.8284,0.7305,region_G,standard,tariff_6,imported,electric,electric,SOHC,gen_3,F,7382.72,8241.1,7522.59,7595.69,8419.01,7382.72,7595.69,8419.01,6688.58,1.0,3,0
Q00547,22,13,0.3,9,4,200.0,2.9,13,15,91.8,4,8.7,-1.9772,0.7204,1.0324,1.9035,0.8202,0.8281,-1.6333,0.9738,0.9668,region_E,standard,tariff_4,imported,gasoline,electric,DOHC,gen_3,M,6893.7,7064.03,4914.61,5927.33,6823.02,4914.61,6823.02,7064.03,6500.1,0.6,2,1
Q00548,20,2,0.184,7,4,202.0,1.2,15,13,68.3,4,9.2,1.2771,-2.8779,-0.2926,0.4032,-1.6341,1.7839,1.2412,-0.0264,0.5196,region_H,special,tariff_2,imported,flex,electric,SOHC,gen_1,F,14216.13,14539.32,12742.98,15871.6,15714.75,12742.98,14539.32,15871.6,15130.66,0.4,3,0
Q00549,39,5,0.267,8,4,169.0,5.2,19,18,85.3,4,8.1,0.411,0.6686,0.2472,-0.0498,0.2828,-0.6036,-0.4762,-0.5457,-1.0068,region_D,special,tariff_2,domestic,diesel,hydraulic,DOHC,gen_4,M,10718.12,13975.21,10600.65,14441.78,16198.46,10600.65,13975.21,16198.46,15273.19,0.2,2,0
Q00550,67,8,0.273,0,4,134.0,2.9,19,19,90.3,8,8.6,-1.2033,-1.8702,-0.3111,-1.5006,-0.3842,0.6664,1.0952,0.9632,-1.0649,region_G,standard,tariff_6,domestic,diesel,manual,SOHC,gen_3,F,5774.35,7705.83,8237.3,10118.7,10264.48,5774.35,8237.3,10264.48,8383.61,0.4,3,0
Q00551,46,12,0.237,2,4,129.0,4.5,17,14,89.8,16,9.6,-0.7878,-0.525,0.4618,0.0047,-0.4481,-1.9091,0.1204,-1.0857,0.0972,region_B,standard,tariff_4,imported,gasoline,manual,SOHC,gen_3,F,5759.33,5547.39,4811.13,7821.27,5528.14,4811.13,5547.39,7821.27,5601.5,0.4,1,1
Q00552,65,1,0.138,3,4,86.0,2.9,19,15,70.9,4,12.9,0.2312,-1.313,-0.3765,1.8922,0.172,0.829,-1.2429,0.8692,0.0902,region_G,standard,tariff_2,imported,flex,hydraulic,SOHC,gen_1,M,9018.43,10189.92,7411.81,13315.19,9592.18,7411.81,9592.18,13315.19,9523.84,0.6,1,0
Q00553,25,9,0.024,3,4,108.0,5.2,13,19,67.2,4,11.2,0.6798,-0.2156,1.6476,1.5576,-0.7093,-1.4566,-0.4965,-1.9823,-0.5594,region_E,commercial,tariff_5,imported,electric,manual,SOHC,gen_3,F,4890.17,5427.38,5471.4,7609.69,7479.85,4890.17,5471.4,7609.69,5705.77,0.4,2,0
Q00554,24,4,0.005,2,4,116.0,2.3,18,13,73.1,4,10.5,-0.488,0.8388,2.0174,0.2742,0.5122,-0.9843,1.0217,0.2857,1.2916,region_A,commercial,tariff_5,domestic,flex,hydraulic,SOHC,gen_3,F,10579.55,14887.79,9126.71,14905.52,10869.29,9126.71,10869.29,14905.52,11647.0,0.4,1,0
Q00555,62,3,0.143,10,4,95.0,2.9,18,20,79.2,4,12.0,0.8255,-1.8573,0.8739,-1.1487,0.0568,0.3322,-0.2102,0.0438,-0.4008,region_F,standard,tariff_1,imported,diesel,hydraulic,SOHC,gen_4,F,10455.5,7084.53,9720.58,16986.47,14026.48,7084.53,10455.5,16986.47,9754.61,0.6,3,0
Q00556,25,8,0.148,1,4,177.0,4.4,17,20,83.0,4,11.2,-1.7928,-0.3595,1.5413,-0.9572,-0.6173,-0.6215,-0.6215,-0.5397,-1.8937,region_D,standard,tariff_2,imported,flex,manual,DOHC,gen_1,M,8146.43,9471.03,9307.77,10535.24,13164.01,8146.43,9471.03,13164.01,9957.41,0.4,1,0
Q00557,22,6,0.122,7,2,240.0,2.5,18,14,93.5,4,8.8,-1.0425,-0.5134,-1.5392,-0.8526,1.3382,-0.7584,-0.6282,0.3896,-0.2241,region_A,standard,tariff_6,domestic,gasoline,hydraulic,DOHC,gen_1,M,12398.84,16764.53,12864.29,16061.38,17383.71,12398.84,16061.38,17383.71,15074.01,0.6,1,0
